Model,Location,Years_old,Kilometers_Driven,Fuel_Type,Transmission,Owner_Type,Mileage,Engine,Power,Seats,Price
Toyota,Hyderabad,11,135000,Diesel,Manual,Second,12.8,2494.0,102.0,8.0,819999.9999999999
Hyundai,Kolkata,5,32000,Petrol,Manual,First,18.6,1197.0,81.83,5.0,480000.0
Mercedes-Benz,Mumbai,12,68333,Diesel,Automatic,Second,11.0,2987.0,198.5,5.0,850000.0
Ford,Chennai,9,72000,Diesel,Manual,First,20.0,1399.0,68.0,5.0,290000.0
Toyota,Ahmedabad,8,52100,Diesel,Manual,First,21.43,1364.0,86.79,5.0,650000.0
Hyundai,Jaipur,2,10000,Petrol,Manual,First,18.9,1197.0,81.86,5.0,585000.0
Jeep,Coimbatore,1,6261,Diesel,Manual,First,16.3,1956.0,170.0,5.0,2391000.0
Maruti,Coimbatore,1,3906,Petrol,Automatic,First,20.89,1197.0,81.8,5.0,736000.0
Toyota,Pune,6,55960,Diesel,Manual,First,11.5,2982.0,171.0,7.0,1725000.0
Volkswagen,Jaipur,7,144000,Diesel,Manual,First,20.54,1598.0,103.6,5.0,700000.0
Toyota,Mumbai,3,38000,Diesel,Manual,First,13.68,2393.0,147.8,7.0,1764999.9999999998
Ford,Jaipur,7,51000,Diesel,Manual,First,20.0,1399.0,68.1,5.0,250000.0
Toyota,Hyderabad,5,150000,Diesel,Manual,First,23.59,1364.0,67.05,5.0,600000.0
Mahindra,Mumbai,2,2500,Diesel,Manual,First,18.06,2523.0,63.0,7.0,825000.0
Land,Kochi,2,41661,Diesel,Automatic,First,12.7,2179.0,187.7,5.0,4483000.0
BMW,Delhi,9,64000,Diesel,Automatic,First,16.07,1995.0,181.0,5.0,1050000.0
Hyundai,Bangalore,12,80000,Petrol,Manual,Second,13.2,1495.0,94.0,5.0,190000.0
Maruti,Jaipur,4,30000,Petrol,Automatic,Second,23.1,998.0,67.04,5.0,425000.0
Jaguar,Chennai,6,43000,Diesel,Automatic,Second,16.36,2179.0,187.7,5.0,2650000.0
Audi,Bangalore,7,90000,Diesel,Automatic,Second,12.4,2698.0,179.5,5.0,2250000.0
Nissan,Hyderabad,9,123880,Diesel,Manual,First,23.08,1461.0,63.1,5.0,330000.0
Honda,Jaipur,5,42000,Petrol,Manual,Second,18.0,1198.0,86.7,5.0,430000.0
Renault,Chennai,8,79824,Diesel,Manual,First,19.87,1461.0,83.8,5.0,525000.0
Toyota,Jaipur,5,75000,Diesel,Manual,First,12.99,2494.0,100.6,8.0,1175000.0
Honda,Ahmedabad,6,72411,Petrol,Manual,First,18.0,1198.0,86.7,5.0,425000.0
Mercedes-Benz,Delhi,8,63000,Diesel,Automatic,First,14.94,2143.0,204.0,5.0,1422000.0
Toyota,Chennai,5,53713,Petrol,Manual,First,17.71,1197.0,78.9,5.0,420000.0
Toyota,Delhi,3,18000,Diesel,Automatic,First,11.36,2755.0,171.5,8.0,1825000.0
Mercedes-Benz,Bangalore,7,51000,Diesel,Manual,First,15.8,2148.0,170.0,5.0,1850000.0
Maruti,Chennai,12,86700,Petrol,Manual,Second,16.1,1298.0,88.2,5.0,240000.0
Maruti,Kolkata,4,29000,Diesel,Manual,First,27.39,1248.0,74.0,5.0,650000.0
Hyundai,Hyderabad,6,56000,LPG,Manual,First,13.45,1086.0,62.1,5.0,320000.0
Maruti,Mumbai,5,33000,Petrol,Automatic,First,23.1,998.0,67.04,5.0,399000.0
Ford,Kochi,6,64394,Diesel,Manual,First,22.7,1498.0,89.84,5.0,545000.0
Tata,Hyderabad,10,76000,Diesel,Manual,First,18.8,1248.0,90.0,5.0,270000.0
Honda,Mumbai,4,48719,Diesel,Manual,First,27.3,1498.0,98.6,5.0,625000.0
Mahindra,Coimbatore,4,59711,Diesel,Manual,First,15.1,2179.0,140.0,7.0,1328000.0
Nissan,Hyderabad,8,83000,Diesel,Manual,First,23.08,1461.0,63.1,5.0,370000.0
Mercedes-Benz,Coimbatore,2,10714,Diesel,Automatic,First,19.27,2143.0,167.62,5.0,3951000.0
Tata,Hyderabad,10,127510,Diesel,Manual,Second,19.0,1248.0,90.0,5.0,140000.0
Maruti,Kolkata,6,35010,Diesel,Manual,First,22.9,1248.0,74.0,5.0,350000.0
Maruti,Jaipur,8,75451,Petrol,Manual,First,17.5,1197.0,85.8,5.0,378000.0
Tata,Pune,5,83000,Diesel,Manual,First,19.09,1405.0,69.01,5.0,270000.0
Honda,Kolkata,7,38755,Diesel,Manual,First,25.8,1498.0,98.6,5.0,320000.0
Maruti,Delhi,4,30000,Petrol,Manual,First,20.4,1197.0,81.8,5.0,500000.0
Maruti,Chennai,8,40000,Diesel,Manual,First,20.77,1248.0,88.8,7.0,700000.0
Hyundai,Kolkata,6,19500,Petrol,Manual,Second,18.9,1197.0,82.0,5.0,285000.0
Nissan,Ahmedabad,4,41000,Petrol,Manual,First,19.69,1198.0,67.04,5.0,425000.0
Hyundai,Bangalore,6,30000,Petrol,Manual,Second,18.9,1197.0,82.0,5.0,490000.00000000006
Jeep,Hyderabad,3,37000,Diesel,Manual,First,17.1,1956.0,170.0,5.0,1689999.9999999998
Volkswagen,Delhi,6,62000,Diesel,Manual,Second,22.07,1199.0,73.9,5.0,425000.0
Honda,Pune,5,42023,Petrol,Automatic,First,15.5,1198.0,86.7,5.0,434000.0
BMW,Kolkata,8,51001,Diesel,Automatic,First,16.09,1995.0,184.0,5.0,1700000.0
BMW,Kochi,3,55389,Diesel,Automatic,First,18.88,1995.0,184.0,5.0,2845000.0
Honda,Kochi,6,46728,Petrol,Automatic,First,15.6,1497.0,116.3,5.0,615000.0
Mahindra,Kochi,6,58995,Diesel,Manual,First,12.83,2696.0,162.0,7.0,925000.0
Maruti,Delhi,5,37857,Diesel,Manual,First,26.59,1248.0,74.0,5.0,484999.99999999994
Maruti,Jaipur,6,71000,Diesel,Manual,First,25.2,1248.0,74.0,5.0,480000.0
Honda,Pune,8,49024,Petrol,Manual,First,18.4,1198.0,86.8,5.0,229999.99999999997
Hyundai,Mumbai,4,10770,Petrol,Manual,First,18.9,1197.0,82.0,5.0,475000.0
Tata,Pune,3,72000,Diesel,Manual,First,22.95,1248.0,74.0,5.0,500000.0
Hyundai,Jaipur,5,91000,Petrol,Manual,First,21.1,814.0,55.2,5.0,250000.0
Hyundai,Mumbai,3,14000,Petrol,Manual,First,18.6,1197.0,81.83,5.0,595000.0
Volvo,Delhi,6,48000,Diesel,Automatic,Second,9.0,1984.0,181.0,5.0,1600000.0
Ford,Delhi,6,75136,Diesel,Manual,First,22.7,1498.0,89.84,5.0,615000.0
Maruti,Hyderabad,6,32500,Petrol,Manual,Second,21.1,1197.0,85.8,5.0,405000.0
Hyundai,Hyderabad,10,94500,Diesel,Manual,Second,21.9,1396.0,90.0,5.0,310000.0
Maruti,Hyderabad,7,34900,Petrol,Manual,First,22.0,1197.0,81.8,5.0,549000.0
Maruti,Jaipur,5,50000,Diesel,Manual,First,17.8,1248.0,75.0,5.0,570000.0
Honda,Kolkata,6,35000,Petrol,Manual,First,19.4,1198.0,86.8,5.0,285000.0
Chevrolet,Bangalore,8,37000,Petrol,Manual,Second,18.6,1199.0,79.4,5.0,235000.0
Hyundai,Coimbatore,2,32807,Petrol,Automatic,First,13.0,1591.0,121.3,5.0,1476000.0
Honda,Pune,12,119000,Petrol,Manual,Second,17.7,1497.0,78.0,5.0,225000.0
Maruti,Mumbai,4,12000,Petrol,Manual,First,18.5,1197.0,85.8,5.0,365000.0
Ford,Delhi,4,46727,Diesel,Manual,First,22.77,1498.0,98.59,5.0,725000.0
BMW,Hyderabad,10,73336,Diesel,Automatic,First,13.2,1995.0,170.0,5.0,1069000.0
Hyundai,Mumbai,6,9000,Petrol,Manual,Second,17.01,1591.0,121.3,5.0,550000.0
Toyota,Chennai,15,240000,Diesel,Manual,Fourth & Above,12.8,2494.0,102.0,8.0,509999.99999999994
Maruti,Mumbai,6,25422,Petrol,Manual,First,22.5,998.0,67.04,5.0,325000.0
Maruti,Mumbai,2,14000,Diesel,Manual,First,25.47,1248.0,88.5,7.0,925000.0
Maruti,Hyderabad,12,66000,Petrol,Manual,First,19.7,796.0,46.3,5.0,170000.0
Maruti,Kochi,10,55324,Petrol,Manual,First,19.0,998.0,66.1,5.0,287000.0
BMW,Bangalore,11,90000,Diesel,Automatic,First,11.0,2993.0,235.0,5.0,1775000.0
Mahindra,Kolkata,3,43000,Petrol,Manual,First,18.15,1198.0,82.0,5.0,450000.0
Hyundai,Bangalore,12,58483,Petrol,Automatic,Second,19.2,1197.0,80.0,5.0,295000.0
Honda,Pune,13,93000,Petrol,Automatic,Second,12.9,1799.0,130.0,5.0,260000.0
Hyundai,Hyderabad,10,50000,Petrol,Manual,First,20.36,1197.0,78.9,5.0,300000.0
Mercedes-Benz,Ahmedabad,6,78616,Diesel,Automatic,Second,14.84,2143.0,170.0,5.0,1550000.0
Toyota,Pune,9,37000,Petrol,Manual,First,17.6,1496.0,88.73,5.0,280000.0
Honda,Kolkata,10,54801,Petrol,Manual,First,17.0,1497.0,118.0,5.0,250000.0
Maruti,Bangalore,6,29000,Diesel,Manual,First,23.4,1248.0,74.0,5.0,575000.0
Maruti,Pune,10,68000,Petrol,Manual,First,22.0,1197.0,81.8,5.0,280000.0
Hyundai,Kolkata,6,58000,Petrol,Manual,First,17.01,1591.0,121.3,5.0,459000.0
Maruti,Pune,8,64290,Diesel,Manual,First,23.2,1248.0,73.94,5.0,365000.0
Toyota,Mumbai,5,31000,Diesel,Manual,First,13.0,2982.0,168.5,7.0,1985000.0000000002
Jeep,Pune,2,16039,Diesel,Manual,First,17.1,1956.0,170.0,5.0,1850000.0
Hyundai,Hyderabad,3,19860,Petrol,Manual,First,18.6,1197.0,81.83,5.0,695000.0
Maruti,Delhi,6,48500,CNG,Manual,Second,26.6,998.0,58.16,5.0,285000.0
Tata,Jaipur,8,75391,Diesel,Manual,First,13.93,2179.0,138.0,7.0,375000.0
Maruti,Jaipur,12,78000,Diesel,Manual,Second,19.3,1248.0,73.9,5.0,229999.99999999997
Tata,Kolkata,4,78000,Diesel,Manual,First,25.0,1396.0,69.01,5.0,229999.99999999997
Maruti,Hyderabad,4,52000,Diesel,Manual,First,28.4,1248.0,74.0,5.0,595000.0
Maruti,Kolkata,4,30000,Petrol,Automatic,First,23.1,998.0,67.04,5.0,349000.0
BMW,Coimbatore,4,19254,Diesel,Automatic,First,14.69,2993.0,258.0,5.0,4770000.0
Volkswagen,Coimbatore,5,29651,Petrol,Manual,First,16.47,1198.0,74.0,5.0,643000.0
Tata,Bangalore,9,80000,Diesel,Manual,First,13.93,2179.0,138.03,7.0,450000.0
Mini,Kolkata,2,2971,Petrol,Automatic,First,13.6,1598.0,181.0,4.0,3975000.0
Ford,Kolkata,5,21400,Petrol,Manual,First,15.6,1196.0,70.0,5.0,400000.0
Honda,Ahmedabad,5,77000,Diesel,Manual,First,26.0,1498.0,98.6,5.0,698000.0
Hyundai,Delhi,14,80000,Diesel,Manual,Second,12.6,1991.0,112.0,7.0,175000.0
Skoda,Delhi,7,81755,Diesel,Manual,First,20.0,1968.0,108.5,5.0,475000.0
Toyota,Hyderabad,4,99593,Diesel,Manual,First,11.5,2982.0,171.0,7.0,2350000.0
Hyundai,Hyderabad,6,39791,Diesel,Manual,First,22.32,1582.0,126.32,5.0,749000.0
Mahindra,Hyderabad,5,113000,Diesel,Manual,First,15.1,2179.0,140.0,7.0,1085000.0
Renault,Mumbai,3,24000,Petrol,Manual,First,25.17,799.0,53.3,5.0,350000.0
Hyundai,Bangalore,5,39000,Petrol,Manual,Second,18.6,1197.0,81.83,5.0,630000.0
Honda,Bangalore,8,37000,Petrol,Automatic,First,15.6,1497.0,116.3,5.0,675000.0
Ford,Coimbatore,3,61108,Diesel,Automatic,First,10.91,3198.0,197.0,7.0,2888000.0
Skoda,Kochi,4,61648,Petrol,Automatic,First,13.7,1798.0,157.75,5.0,1423000.0
BMW,Mumbai,8,37000,Diesel,Automatic,Third,22.69,1995.0,190.0,5.0,1500000.0
Maruti,Mumbai,7,53000,CNG,Manual,First,22.8,1373.0,80.9,7.0,580000.0
Maruti,Jaipur,7,65000,Diesel,Manual,First,23.2,1248.0,73.94,5.0,375000.0
Toyota,Jaipur,9,148009,Diesel,Manual,Second,11.5,2982.0,171.0,7.0,1275000.0
Maruti,Mumbai,11,53001,Petrol,Manual,First,16.1,1298.0,88.2,5.0,195000.0
Tata,Mumbai,2,22345,Petrol,Manual,First,20.3,1199.0,84.0,5.0,495000.0
Honda,Delhi,5,50000,Petrol,Automatic,First,18.0,1497.0,117.3,5.0,825000.0
BMW,Hyderabad,7,48183,Diesel,Automatic,First,13.2,1995.0,170.0,5.0,2099000.0
Mercedes-Benz,Hyderabad,10,93000,Diesel,Automatic,Second,14.21,2143.0,203.0,5.0,1750000.0
Maruti,Kochi,5,53500,Diesel,Manual,First,28.4,1248.0,74.0,5.0,536000.0
Maruti,Delhi,6,17585,Petrol,Manual,First,16.02,1373.0,93.7,7.0,635000.0
Hyundai,Kolkata,9,36226,Petrol,Manual,First,17.01,1591.0,121.3,5.0,295000.0
Land,Coimbatore,1,25899,Diesel,Automatic,First,12.63,2179.0,147.5,5.0,5570000.0
Mercedes-Benz,Hyderabad,3,11200,Diesel,Automatic,First,19.27,2143.0,167.62,5.0,3750000.0
Hyundai,Kochi,3,49045,Petrol,Manual,First,20.36,1197.0,78.9,5.0,407000.0
Volkswagen,Kolkata,8,45000,Diesel,Manual,First,22.07,1199.0,73.9,5.0,299000.0
Maruti,Delhi,3,40000,Diesel,Manual,First,24.3,1248.0,88.5,5.0,790000.0
Renault,Mumbai,4,36600,Diesel,Manual,First,19.87,1461.0,83.8,5.0,749000.0
Tata,Jaipur,11,117000,Diesel,Manual,First,18.0,1248.0,75.0,5.0,110000.00000000001
Mercedes-Benz,Delhi,4,16000,Diesel,Automatic,First,11.3,2987.0,254.8,7.0,5600000.0
Hyundai,Mumbai,4,50000,Diesel,Manual,First,25.4,1186.0,73.97,5.0,350000.0
Hyundai,Hyderabad,12,150000,Diesel,Manual,First,18.1,1493.0,110.0,5.0,300000.0
Hyundai,Mumbai,6,11000,Petrol,Manual,First,17.01,1591.0,121.3,5.0,610000.0
Ford,Bangalore,10,102016,Petrol,Manual,First,15.6,1196.0,70.0,5.0,225000.0
Maruti,Chennai,4,38000,Diesel,Manual,First,25.2,1248.0,74.0,5.0,595000.0
Renault,Hyderabad,7,71491,Diesel,Manual,First,23.08,1461.0,63.12,5.0,495000.0
Volkswagen,Bangalore,5,46354,Petrol,Manual,Second,16.47,1198.0,74.0,5.0,549000.0
BMW,Delhi,1,87000,Diesel,Automatic,First,22.69,1995.0,190.0,5.0,667000.0
Skoda,Ahmedabad,5,20765,Petrol,Manual,First,15.0,1598.0,103.52,5.0,625000.0
Audi,Coimbatore,6,51076,Diesel,Automatic,First,12.07,2967.0,241.4,7.0,3488000.0000000005
Maruti,Jaipur,4,84085,Diesel,Manual,First,26.21,1248.0,88.5,5.0,690000.0
Honda,Kolkata,6,55000,Diesel,Manual,First,25.1,1498.0,98.6,5.0,599000.0
Mercedes-Benz,Mumbai,10,73000,Petrol,Automatic,First,10.93,3498.0,272.0,5.0,1040000.0
Audi,Pune,8,50001,Diesel,Automatic,First,14.57,2967.0,241.38,5.0,2900000.0
Mahindra,Coimbatore,4,93166,Diesel,Manual,Second,14.02,2179.0,118.3,7.0,585000.0
Honda,Kochi,14,99583,Petrol,Automatic,Third,12.0,1493.0,100.0,5.0,221000.0
Maruti,Mumbai,10,72000,Petrol,Manual,First,15.5,1586.0,103.3,5.0,240000.0
Toyota,Pune,11,70000,Petrol,Manual,Third,14.53,1798.0,138.1,5.0,300000.0
Volkswagen,Pune,8,61000,Petrol,Automatic,Second,14.4,1598.0,103.6,5.0,375000.0
Hyundai,Pune,5,66510,Petrol,Manual,First,21.1,814.0,55.2,5.0,295000.0
Skoda,Hyderabad,9,84062,Diesel,Manual,First,20.0,1968.0,108.5,5.0,580000.0
Maruti,Hyderabad,8,80799,Diesel,Manual,First,22.9,1248.0,74.0,5.0,490000.00000000006
Toyota,Kolkata,2,5000,Petrol,Automatic,First,14.28,1798.0,138.03,5.0,1695000.0
Toyota,Hyderabad,7,92000,Diesel,Manual,First,12.99,2494.0,100.0,8.0,1250000.0
Tata,Hyderabad,3,53000,Diesel,Manual,First,27.28,1047.0,69.0,5.0,500000.0
Skoda,Mumbai,5,39822,Petrol,Manual,First,15.41,1598.0,103.52,5.0,468000.0
Ford,Mumbai,4,29000,Diesel,Automatic,First,10.91,3198.0,197.0,7.0,2980000.0
Renault,Kochi,3,24214,Petrol,Manual,Second,25.17,799.0,53.3,5.0,346000.0
Hyundai,Pune,8,75000,Diesel,Manual,First,23.0,1396.0,90.0,5.0,400000.0
Skoda,Chennai,8,77216,Diesel,Manual,Second,17.5,1896.0,106.0,5.0,450000.0
Toyota,Kochi,7,74290,Diesel,Manual,First,21.43,1364.0,87.2,5.0,587000.0
Mahindra,Delhi,5,61000,Diesel,Manual,First,15.4,2179.0,120.0,8.0,950000.0
Audi,Chennai,7,44000,Diesel,Automatic,First,14.16,1968.0,174.3,5.0,3250000.0
Chevrolet,Coimbatore,6,74041,Diesel,Manual,First,18.2,1248.0,73.8,8.0,388000.0
BMW,Coimbatore,7,85846,Diesel,Automatic,First,22.69,1995.0,190.0,5.0,1308000.0
Nissan,Delhi,8,52000,Diesel,Manual,First,21.64,1461.0,84.8,5.0,350000.0
Honda,Mumbai,10,47000,Petrol,Manual,Second,12.8,2354.0,177.6,5.0,350000.0
Hyundai,Bangalore,10,72010,Diesel,Manual,First,16.8,1493.0,110.0,5.0,445000.0
Maruti,Jaipur,5,15000,Petrol,Manual,First,16.8,796.0,34.2,8.0,235000.0
Ford,Chennai,13,75000,Petrol,Manual,Second,16.6,1388.0,68.0,5.0,200000.0
Hyundai,Mumbai,5,57000,Diesel,Manual,First,22.54,1396.0,88.73,5.0,635000.0
Mercedes-Benz,Kochi,5,41057,Diesel,Automatic,First,13.0,2143.0,201.1,5.0,2463000.0
Maruti,Pune,8,92000,CNG,Manual,Second,26.2,998.0,58.2,5.0,300000.0
Ford,Chennai,4,20000,Diesel,Manual,First,22.77,1498.0,98.59,5.0,790000.0
Hyundai,Mumbai,9,52359,Petrol,Manual,First,18.5,1197.0,80.0,5.0,325000.0
Honda,Delhi,4,17000,Petrol,Manual,Second,17.8,1497.0,117.3,5.0,825000.0
Nissan,Kolkata,9,39002,Diesel,Manual,First,23.08,1461.0,63.1,5.0,285000.0
Ford,Pune,10,129986,Diesel,Manual,Second,20.0,1399.0,68.0,5.0,320000.0
Nissan,Kolkata,7,45000,Petrol,Manual,First,18.44,1198.0,75.0,5.0,175000.0
Honda,Ahmedabad,11,82002,Petrol,Manual,Second,12.8,2354.0,177.6,5.0,575000.0
Skoda,Mumbai,10,67000,Petrol,Automatic,First,13.7,1798.0,157.75,5.0,470000.0
Maruti,Hyderabad,3,21260,Petrol,Manual,First,14.0,796.0,35.0,5.0,290000.0
Hyundai,Ahmedabad,8,55362,Diesel,Manual,First,21.9,1396.0,88.8,5.0,425000.0
Hyundai,Chennai,3,13000,Diesel,Automatic,First,17.01,1582.0,126.2,5.0,1450000.0
Maruti,Kochi,4,45725,Diesel,Manual,First,25.2,1248.0,74.0,5.0,534000.0
Maruti,Jaipur,6,105000,Diesel,Manual,First,25.2,1248.0,74.0,5.0,385000.0
Toyota,Hyderabad,11,156056,Diesel,Manual,First,12.8,2494.0,102.0,8.0,850000.0
Hyundai,Mumbai,4,135000,Diesel,Manual,First,24.4,1120.0,71.0,5.0,420000.0
Maruti,Delhi,4,67000,Diesel,Manual,First,20.77,1248.0,88.7,7.0,675000.0
Ford,Jaipur,4,90000,Diesel,Automatic,First,10.91,3198.0,197.2,7.0,2600000.0
Hyundai,Coimbatore,1,32251,Diesel,Manual,First,22.54,1396.0,88.73,5.0,861000.0
Maruti,Mumbai,11,47000,Petrol,Manual,First,19.0,998.0,67.1,5.0,146000.0
Maruti,Mumbai,9,75308,Diesel,Manual,Second,21.1,1248.0,73.9,5.0,280000.0
Maruti,Kochi,2,44202,CNG,Manual,First,32.26,998.0,58.2,4.0,400000.0
Honda,Mumbai,6,58000,Petrol,Manual,First,17.0,1497.0,118.0,5.0,547000.0
Maruti,Mumbai,11,60000,Petrol,Manual,First,17.5,1298.0,85.8,5.0,245000.00000000003
BMW,Hyderabad,6,45000,Diesel,Automatic,First,17.05,1995.0,184.0,5.0,2150000.0
Tata,Mumbai,10,41195,Petrol,Manual,First,15.0,1368.0,90.0,5.0,138000.0
Mahindra,Chennai,4,89000,Diesel,Manual,First,16.0,2179.0,140.0,7.0,1350000.0
Hyundai,Bangalore,11,60510,Petrol,Automatic,Second,16.95,1197.0,78.9,5.0,310000.0
Maruti,Mumbai,4,8500,Petrol,Manual,First,21.4,1197.0,83.1,5.0,549000.0
Maruti,Kochi,3,35981,Diesel,Manual,First,24.3,1248.0,88.5,5.0,951000.0
Ford,Mumbai,8,23152,Petrol,Manual,First,15.6,1196.0,70.02,5.0,239000.0
Maruti,Delhi,6,74663,CNG,Manual,First,33.54,998.0,67.04,5.0,325000.0
Volkswagen,Mumbai,6,61529,Petrol,Automatic,First,18.19,1197.0,103.5,5.0,565000.0
Mahindra,Ahmedabad,10,91596,Diesel,Manual,First,14.95,2489.0,93.7,7.0,185000.0
Maruti,Hyderabad,7,83327,Diesel,Manual,First,19.3,1248.0,73.9,5.0,580000.0
Volkswagen,Hyderabad,3,22857,Petrol,Manual,First,16.2,1199.0,74.0,5.0,690000.0
Hyundai,Chennai,7,34620,Petrol,Manual,Second,17.01,1591.0,121.3,5.0,535000.0
Hyundai,Bangalore,10,56000,Petrol,Manual,First,19.81,1086.0,68.05,5.0,285000.0
Mercedes-Benz,Chennai,6,81000,Diesel,Automatic,First,13.0,2143.0,204.0,5.0,2275000.0
Maruti,Jaipur,22,95150,Petrol,Manual,Third,17.3,993.0,60.0,5.0,45000.0
Hyundai,Coimbatore,7,32776,Petrol,Manual,First,20.36,1197.0,78.9,5.0,463999.99999999994
Honda,Coimbatore,4,51587,Diesel,Manual,First,25.8,1498.0,98.6,5.0,527000.0
Tata,Jaipur,4,36000,Diesel,Manual,First,14.1,2179.0,148.0,7.0,1000000.0
Honda,Mumbai,5,22000,Petrol,Manual,First,18.5,1198.0,86.8,5.0,395000.0
Hyundai,Kochi,10,30754,Petrol,Manual,First,17.0,1197.0,80.0,5.0,338000.0
Volkswagen,Coimbatore,2,37109,Petrol,Manual,First,14.69,1390.0,120.33,5.0,1680000.0
Honda,Kolkata,10,45000,Petrol,Manual,First,16.7,1198.0,88.8,5.0,199000.0
Hyundai,Coimbatore,3,33284,Petrol,Manual,First,18.9,1197.0,82.0,5.0,584000.0
Jaguar,Coimbatore,4,55115,Diesel,Automatic,First,14.74,2993.0,270.9,5.0,3615000.0
Jaguar,Kolkata,6,18000,Diesel,Automatic,First,16.36,2179.0,187.7,5.0,2570000.0
Mahindra,Coimbatore,7,130790,Diesel,Manual,First,16.0,2179.0,140.0,7.0,924000.0
Maruti,Delhi,5,16607,Diesel,Manual,First,22.7,1598.0,118.0,5.0,765000.0
Audi,Coimbatore,5,32205,Diesel,Automatic,First,17.11,1968.0,174.33,5.0,2531000.0
Renault,Delhi,7,67000,Diesel,Manual,First,19.01,1461.0,108.45,5.0,475000.0
Maruti,Coimbatore,6,57676,Petrol,Manual,First,19.1,1197.0,85.8,5.0,669000.0
Volkswagen,Mumbai,8,41000,Petrol,Manual,First,16.47,1198.0,73.9,5.0,310000.0
Maruti,Jaipur,8,65000,Petrol,Manual,First,19.7,796.0,35.0,8.0,155000.0
Hyundai,Coimbatore,1,12153,Petrol,Automatic,First,18.9,1197.0,81.86,5.0,684000.0
Tata,Hyderabad,6,16810,Petrol,Manual,First,25.4,624.0,37.5,4.0,160000.0
Audi,Kochi,3,61221,Petrol,Automatic,First,17.84,1395.0,147.51,5.0,2173000.0
Volkswagen,Mumbai,5,22000,Petrol,Manual,First,16.47,1198.0,74.0,5.0,475000.0
Maruti,Chennai,5,63714,Petrol,Manual,First,22.74,796.0,47.3,5.0,245000.00000000003
Mini,Kochi,1,14857,Diesel,Automatic,First,20.7,1496.0,113.98,5.0,3155000.0
Audi,Delhi,8,69000,Diesel,Automatic,Second,15.2,1968.0,140.8,5.0,1025000.0
Ford,Coimbatore,1,14648,Diesel,Manual,First,12.62,2198.0,158.0,7.0,2736000.0
Ford,Hyderabad,7,100000,Petrol,Manual,Second,15.8,1499.0,110.0,5.0,650000.0
Hyundai,Jaipur,4,22000,Petrol,Manual,First,18.9,1197.0,82.0,5.0,425000.0
Chevrolet,Mumbai,6,10000,Petrol,Manual,First,18.2,1199.0,82.4,5.0,550000.0
Maruti,Kolkata,5,107000,Petrol,Manual,First,20.85,1197.0,83.14,5.0,400000.0
Tata,Kochi,3,48198,Petrol,Manual,First,17.57,1193.0,88.7,5.0,465000.00000000006
Mercedes-Benz,Delhi,5,15000,Diesel,Automatic,First,19.27,2143.0,170.0,5.0,2850000.0
Chevrolet,Coimbatore,6,80073,Diesel,Manual,First,17.3,1998.0,163.7,5.0,711000.0
Maruti,Hyderabad,7,85388,Diesel,Manual,First,21.1,1248.0,73.9,5.0,390000.0
Hyundai,Jaipur,3,14700,Petrol,Manual,First,18.9,1197.0,81.86,5.0,560000.0
Maruti,Pune,8,150000,Diesel,Manual,Third,28.4,1248.0,73.75,5.0,225000.0
Hyundai,Kolkata,9,34994,Diesel,Manual,First,22.32,1582.0,126.32,5.0,390000.0
Jaguar,Coimbatore,6,82536,Diesel,Automatic,First,14.74,2993.0,270.9,5.0,2863000.0
Skoda,Delhi,7,82000,Petrol,Automatic,First,13.7,1798.0,157.75,5.0,725000.0
Maruti,Pune,14,52000,Petrol,Manual,Second,18.9,998.0,67.1,5.0,200000.0
Volkswagen,Mumbai,9,20000,Petrol,Manual,First,16.47,1198.0,73.9,5.0,350000.0
Honda,Hyderabad,9,55000,Petrol,Manual,First,14.8,1799.0,130.2,5.0,500000.0
Maruti,Ahmedabad,5,47001,CNG,Manual,First,20.0,1196.0,63.0,5.0,372000.0
Maruti,Chennai,6,52000,Petrol,Manual,First,22.5,998.0,67.04,5.0,345000.0
Maruti,Kolkata,7,43284,Diesel,Manual,First,23.4,1248.0,74.0,5.0,450000.0
Hyundai,Coimbatore,2,23875,Petrol,Automatic,First,13.0,1591.0,121.3,5.0,1436000.0
Hyundai,Bangalore,4,51866,Petrol,Manual,First,18.9,1197.0,82.0,5.0,550000.0
Nissan,Mumbai,7,69000,Diesel,Manual,First,23.08,1461.0,63.1,5.0,300000.0
Hyundai,Coimbatore,3,62788,Petrol,Manual,First,18.9,1197.0,81.86,5.0,608000.0
Volkswagen,Chennai,7,150000,Diesel,Manual,First,20.54,1598.0,103.6,5.0,500000.0
Toyota,Kochi,5,47566,Diesel,Automatic,First,12.55,2982.0,168.5,7.0,2025000.0
Toyota,Pune,2,20300,Diesel,Automatic,First,11.36,2755.0,171.5,7.0,1800000.0
Mercedes-Benz,Pune,5,48300,Diesel,Automatic,First,20.0,2143.0,107.3,5.0,1750000.0
Hyundai,Pune,7,30000,Petrol,Manual,First,21.1,814.0,55.2,5.0,210000.0
Hyundai,Bangalore,8,36000,Diesel,Manual,Second,22.7,1582.0,126.24,5.0,750000.0
Mini,Kochi,5,27641,Diesel,Automatic,Second,20.7,1496.0,113.98,4.0,2477000.0
Renault,Bangalore,5,60000,Diesel,Manual,First,19.64,1461.0,108.45,5.0,865000.0
Ford,Chennai,1,9000,Diesel,Automatic,First,10.91,3198.0,197.0,7.0,3550000.0
Toyota,Delhi,6,60750,Petrol,Manual,First,14.28,1798.0,138.03,5.0,1050000.0
